,vout (V),,
code,nominal,seed=1,seed=2
19737,-3.739069213,-3.216341268,-3.607876482
19738,-3.738782266,-3.215972987,-3.607512669
19739,-3.738495318,-3.215751841,-3.607236641
19740,-3.738208371,-3.215678529,-3.607146597
19741,-3.737921423,-3.215457383,-3.606870569
19742,-3.737634476,-3.215089102,-3.606506724
19743,-3.737347528,-3.214867956,-3.606230729
19744,-3.737060581,-3.214566826,-3.605960173
19745,-3.736773633,-3.21434568,-3.605684145
19746,-3.736486686,-3.213977399,-3.605320333
19747,-3.736199738,-3.213756254,-3.605044305
19748,-3.735912791,-3.213682941,-3.604954261
19749,-3.735625844,-3.213461795,-3.604678233
19750,-3.735338896,-3.213093514,-3.604314388
19751,-3.735051949,-3.212872369,-3.604038393
19752,-3.734765001,-3.21257266,-3.603726677
19753,-3.734478054,-3.212351515,-3.603450649
19754,-3.734191106,-3.211983234,-3.603086836
19755,-3.733904159,-3.211762088,-3.602810808
19756,-3.733617211,-3.211688775,-3.602720764
19757,-3.733330264,-3.21146763,-3.602444736
19758,-3.733043316,-3.211099348,-3.602080891
19759,-3.732756369,-3.210878203,-3.601804896
19760,-3.732469421,-3.210507067,-3.601466103
19761,-3.732182474,-3.210285921,-3.601190075
19762,-3.731895526,-3.20991764,-3.600826262
19763,-3.731608579,-3.209696494,-3.600550234
19764,-3.731321632,-3.209623182,-3.60046019
19765,-3.731034684,-3.209402036,-3.600184162
19766,-3.730747737,-3.209033755,-3.599820317
19767,-3.730460789,-3.208812609,-3.599544322
19768,-3.730173842,-3.208512901,-3.599232606
19769,-3.729886894,-3.208291755,-3.598956578
19770,-3.729599947,-3.207923474,-3.598592766
19771,-3.729312999,-3.207702328,-3.598316738
19772,-3.729026052,-3.207629016,-3.598226693
19773,-3.728739104,-3.20740787,-3.597950665
19774,-3.728452157,-3.207039589,-3.59758682
19775,-3.728165209,-3.206818443,-3.597310825
19776,-3.727878262,-3.206516973,-3.596620312
19777,-3.727591314,-3.206295828,-3.596344284
19778,-3.727304367,-3.205927547,-3.595980472
19779,-3.727017419,-3.205706401,-3.595704444
19780,-3.726730472,-3.205633088,-3.595614399
19781,-3.726443525,-3.205411943,-3.595338371
19782,-3.726156577,-3.205043662,-3.594974526
19783,-3.72586963,-3.204822516,-3.594698531
19784,-3.725582682,-3.204522808,-3.594386815
19785,-3.725295735,-3.204301662,-3.594110787
19786,-3.725008787,-3.203933381,-3.593746975
19787,-3.72472184,-3.203712235,-3.593470947
19788,-3.724434892,-3.203638922,-3.593380902
19789,-3.724147945,-3.203417777,-3.593104874
19790,-3.723860997,-3.203049496,-3.59274103
19791,-3.72357405,-3.20282835,-3.592465034
19792,-3.723287102,-3.202457214,-3.592126241
19793,-3.723000155,-3.202236068,-3.591850213
19794,-3.722713207,-3.201867787,-3.591486401
19795,-3.72242626,-3.201646641,-3.591210373
19796,-3.722139312,-3.201573329,-3.591120328
19797,-3.721852365,-3.201352183,-3.5908443
19798,-3.721565418,-3.200983902,-3.590480456
19799,-3.72127847,-3.200762756,-3.59020446
19800,-3.720991523,-3.200463048,-3.589892744
19801,-3.720704575,-3.200241902,-3.589616716
19802,-3.720417628,-3.199873621,-3.589252904
19803,-3.72013068,-3.199652475,-3.588976876
19804,-3.719843733,-3.199579163,-3.588886832
19805,-3.719556785,-3.199358017,-3.588610804
19806,-3.719269838,-3.198989736,-3.588246959
19807,-3.71898289,-3.19876859,-3.587970963
19808,-3.718695943,-3.19846746,-3.587700408
19809,-3.718408995,-3.198246314,-3.58742438
19810,-3.718122048,-3.197878033,-3.587060568
19811,-3.7178351,-3.197656888,-3.58678454
19812,-3.717548153,-3.197583575,-3.586694495
19813,-3.717261206,-3.197362429,-3.586418467
19814,-3.716974258,-3.196994148,-3.586054623
19815,-3.716687311,-3.196773003,-3.585778627
19816,-3.716400363,-3.196473294,-3.585466911
19817,-3.716113416,-3.196252149,-3.585190883
19818,-3.715826468,-3.195883868,-3.584827071
19819,-3.715539521,-3.195662722,-3.584551043
19820,-3.715252573,-3.195589409,-3.584460999
19821,-3.714965626,-3.195368264,-3.584184971
19822,-3.714678678,-3.194999982,-3.583821126
19823,-3.714391731,-3.194778837,-3.58354513
19824,-3.714104783,-3.194407701,-3.583206337
19825,-3.713817836,-3.194186555,-3.582930309
19826,-3.713530888,-3.193818274,-3.582566497
19827,-3.713243941,-3.193597128,-3.582290469
19828,-3.712956993,-3.193523815,-3.582200425
19829,-3.712670046,-3.19330267,-3.581924397
19830,-3.712383099,-3.192934389,-3.581560552
19831,-3.712096151,-3.192713243,-3.581284556
19832,-3.711809204,-3.192413535,-3.580972841
19833,-3.711522256,-3.192192389,-3.580696813
19834,-3.711235309,-3.191824108,-3.580333
19835,-3.710948361,-3.191602962,-3.580056972
19836,-3.710661414,-3.19152965,-3.579966928
19837,-3.710374466,-3.191308504,-3.5796909
19838,-3.710087519,-3.190940223,-3.579327055
19839,-3.709800571,-3.190719077,-3.57905106
19840,-3.709513624,-3.191448767,-3.579958461
19841,-3.709226676,-3.191227621,-3.579682434
19842,-3.708939729,-3.19085934,-3.579318621
19843,-3.708652781,-3.190638194,-3.579042593
19844,-3.708365834,-3.190564882,-3.578952549
19845,-3.708078886,-3.190343736,-3.578676521
19846,-3.707791939,-3.189975455,-3.578312676
19847,-3.707504992,-3.189754309,-3.578036681
19848,-3.707218044,-3.189454601,-3.577724965
19849,-3.706931097,-3.189233455,-3.577448937
19850,-3.706644149,-3.188865174,-3.577085125
19851,-3.706357202,-3.188644028,-3.576809097
19852,-3.706070254,-3.188570716,-3.576719052
19853,-3.705783307,-3.18834957,-3.576443024
19854,-3.705496359,-3.187981289,-3.576079179
19855,-3.705209412,-3.187760143,-3.575803184
19856,-3.704922464,-3.187389007,-3.575464391
19857,-3.704635517,-3.187167861,-3.575188363
19858,-3.704348569,-3.18679958,-3.57482455
19859,-3.704061622,-3.186578435,-3.574548523
19860,-3.703774674,-3.186505122,-3.574458478
19861,-3.703487727,-3.186283976,-3.57418245
19862,-3.703200779,-3.185915695,-3.573818605
19863,-3.702913832,-3.185694549,-3.57354261
19864,-3.702626885,-3.185394841,-3.573230894
19865,-3.702339937,-3.185173696,-3.572954866
19866,-3.70205299,-3.184805414,-3.572591054
19867,-3.701766042,-3.184584269,-3.572315026
19868,-3.701479095,-3.184510956,-3.572224981
19869,-3.701192147,-3.18428981,-3.571948953
19870,-3.7009052,-3.183921529,-3.571585109
19871,-3.700618252,-3.183700384,-3.571309113
19872,-3.700331305,-3.183399254,-3.571038558
19873,-3.700044357,-3.183178108,-3.57076253
19874,-3.69975741,-3.182809827,-3.570398717
19875,-3.699470462,-3.182588681,-3.57012269
19876,-3.699183515,-3.182515369,-3.570032645
19877,-3.698896567,-3.182294223,-3.569756617
19878,-3.69860962,-3.181925942,-3.569392772
19879,-3.698322672,-3.181704796,-3.569116777
19880,-3.698035725,-3.181405088,-3.568805061
19881,-3.697748778,-3.181183942,-3.568529033
19882,-3.69746183,-3.180815661,-3.568165221
19883,-3.697174883,-3.180594515,-3.567889193
19884,-3.696887935,-3.180521203,-3.567799148
19885,-3.696600988,-3.180300057,-3.56752312
19886,-3.69631404,-3.179931776,-3.567159276
19887,-3.696027093,-3.17971063,-3.56688328
19888,-3.695740145,-3.179339494,-3.566544487
19889,-3.695453198,-3.179118348,-3.566268459
19890,-3.69516625,-3.178750067,-3.565904647
19891,-3.694879303,-3.178528921,-3.565628619
19892,-3.694592355,-3.178455609,-3.565538574
19893,-3.694305408,-3.178234463,-3.565262546
19894,-3.69401846,-3.177866182,-3.564898702
19895,-3.693731513,-3.177645036,-3.564622706
19896,-3.693444566,-3.177345328,-3.56431099
19897,-3.693157618,-3.177124182,-3.564034962
19898,-3.692870671,-3.176755901,-3.56367115
19899,-3.692583723,-3.176534756,-3.563395122
19900,-3.692296776,-3.176461443,-3.563305078
19901,-3.692009828,-3.176240297,-3.56302905
19902,-3.691722881,-3.175872016,-3.562665205
19903,-3.691435933,-3.17565087,-3.562389209
19904,-3.691148986,-3.175349401,-3.561698696
19905,-3.690862038,-3.175128255,-3.561422668
19906,-3.690575091,-3.174759974,-3.561058856
19907,-3.690288143,-3.174538828,-3.560782828
19908,-3.690001196,-3.174465516,-3.560692783
19909,-3.689714248,-3.17424437,-3.560416755
19910,-3.689427301,-3.173876089,-3.560052911
19911,-3.689140353,-3.173654943,-3.559776915
19912,-3.688853406,-3.173355235,-3.559465199
19913,-3.688566459,-3.173134089,-3.559189171
19914,-3.688279511,-3.172765808,-3.558825359
19915,-3.687992564,-3.172544662,-3.558549331
19916,-3.687705616,-3.17247135,-3.558459287
19917,-3.687418669,-3.172250204,-3.558183259
19918,-3.687131721,-3.171881923,-3.557819414
19919,-3.686844774,-3.171660777,-3.557543419
19920,-3.686557826,-3.171289641,-3.557204625
19921,-3.686270879,-3.171068495,-3.556928597
19922,-3.685983931,-3.170700214,-3.556564785
19923,-3.685696984,-3.170479069,-3.556288757
19924,-3.685410036,-3.170405756,-3.556198713
19925,-3.685123089,-3.17018461,-3.555922685
19926,-3.684836141,-3.169816329,-3.55555884
19927,-3.684549194,-3.169595183,-3.555282844
19928,-3.684262246,-3.169295475,-3.554971129
19929,-3.683975299,-3.169074329,-3.554695101
19930,-3.683688352,-3.168706048,-3.554331288
19931,-3.683401404,-3.168484903,-3.55405526
19932,-3.683114457,-3.16841159,-3.553965216
19933,-3.682827509,-3.168190444,-3.553689188
19934,-3.682540562,-3.167822163,-3.553325343
19935,-3.682253614,-3.167601018,-3.553049348
19936,-3.681966667,-3.167299888,-3.552778792
19937,-3.681679719,-3.167078742,-3.552502764
19938,-3.681392772,-3.166710461,-3.552138952
19939,-3.681105824,-3.166489315,-3.551862924
19940,-3.680818877,-3.166416003,-3.55177288
19941,-3.680531929,-3.166194857,-3.551496852
19942,-3.680244982,-3.165826576,-3.551133007
19943,-3.679958034,-3.16560543,-3.550857012
19944,-3.679671087,-3.165305722,-3.550545296
19945,-3.679384139,-3.165084576,-3.550269268
19946,-3.679097192,-3.164716295,-3.549905455
19947,-3.678810245,-3.164495149,-3.549629428
19948,-3.678523297,-3.164421837,-3.549539383
19949,-3.67823635,-3.164200691,-3.549263355
19950,-3.677949402,-3.16383241,-3.54889951
19951,-3.677662455,-3.163611264,-3.548623515
19952,-3.677375507,-3.163240128,-3.548284722
19953,-3.67708856,-3.163018982,-3.548008694
19954,-3.676801612,-3.162650701,-3.547644881
19955,-3.676514665,-3.162429555,-3.547368853
19956,-3.676227717,-3.162356243,-3.547278809
19957,-3.67594077,-3.162135097,-3.547002781
19958,-3.675653822,-3.161766816,-3.546638936
19959,-3.675366875,-3.16154567,-3.546362941
19960,-3.675079927,-3.161245962,-3.546051225
19961,-3.67479298,-3.161024816,-3.545775197
19962,-3.674506032,-3.160656535,-3.545411385
19963,-3.674219085,-3.160435389,-3.545135357
19964,-3.673932138,-3.160362077,-3.545045312
19965,-3.67364519,-3.160140931,-3.544769284
19966,-3.673358243,-3.15977265,-3.54440544
19967,-3.673071295,-3.159551504,-3.544129444
19968,-3.672784348,-3.156935078,-3.54490458
19969,-3.6724974,-3.156713932,-3.544628552
19970,-3.672210453,-3.156345651,-3.54426474
19971,-3.671923505,-3.156124506,-3.543988712
19972,-3.671636558,-3.156051193,-3.543898668
19973,-3.67134961,-3.155830047,-3.54362264
19974,-3.671062663,-3.155461766,-3.543258795
19975,-3.670775715,-3.15524062,-3.5429828
19976,-3.670488768,-3.154940912,-3.542671084
19977,-3.67020182,-3.154719767,-3.542395056
19978,-3.669914873,-3.154351485,-3.542031243
19979,-3.669627925,-3.15413034,-3.541755216
19980,-3.669340978,-3.154057027,-3.541665171
19981,-3.669054031,-3.153835881,-3.541389143
19982,-3.668767083,-3.1534676,-3.541025299
19983,-3.668480136,-3.153246455,-3.540749303
19984,-3.668193188,-3.152875318,-3.54041051
19985,-3.667906241,-3.152654173,-3.540134482
19986,-3.667619293,-3.152285892,-3.539770669
19987,-3.667332346,-3.152064746,-3.539494641
19988,-3.667045398,-3.151991433,-3.539404597
19989,-3.666758451,-3.151770288,-3.539128569
19990,-3.666471503,-3.151402007,-3.538764724
19991,-3.666184556,-3.151180861,-3.538488729
19992,-3.665897608,-3.150881153,-3.538177013
19993,-3.665610661,-3.150660007,-3.537900985
19994,-3.665323713,-3.150291726,-3.537537173
19995,-3.665036766,-3.15007058,-3.537261145
19996,-3.664749818,-3.149997267,-3.5371711
19997,-3.664462871,-3.149776122,-3.536895072
19998,-3.664175924,-3.149407841,-3.536531228
19999,-3.663888976,-3.149186695,-3.536255232
20000,-3.663602029,-3.148885565,-3.535984677
20001,-3.663315081,-3.148664419,-3.535708649
20002,-3.663028134,-3.148296138,-3.535344836
20003,-3.662741186,-3.148074992,-3.535068808
20004,-3.662454239,-3.14800168,-3.534978764
20005,-3.662167291,-3.147780534,-3.534702736
20006,-3.661880344,-3.147412253,-3.534338892
20007,-3.661593396,-3.147191107,-3.534062896
20008,-3.661306449,-3.146891399,-3.53375118
20009,-3.661019501,-3.146670253,-3.533475152
20010,-3.660732554,-3.146301972,-3.53311134
20011,-3.660445606,-3.146080827,-3.532835312
20012,-3.660158659,-3.146007514,-3.532745267
20013,-3.659871711,-3.145786368,-3.532469239
20014,-3.659584764,-3.145418087,-3.532105395
20015,-3.659297817,-3.145196941,-3.531829399
20016,-3.659010869,-3.144825805,-3.531490606
20017,-3.658723922,-3.14460466,-3.531214578
20018,-3.658436974,-3.144236378,-3.530850766
20019,-3.658150027,-3.144015233,-3.530574738
20020,-3.657863079,-3.14394192,-3.530484693
20021,-3.657576132,-3.143720774,-3.530208665
20022,-3.657289184,-3.143352493,-3.529844821
20023,-3.657002237,-3.143131348,-3.529568825
20024,-3.656715289,-3.142831639,-3.529257109
20025,-3.656428342,-3.142610494,-3.528981081
20026,-3.656141394,-3.142242213,-3.528617269
20027,-3.655854447,-3.142021067,-3.528341241
20028,-3.655567499,-3.141947754,-3.528251196
20029,-3.655280552,-3.141726609,-3.527975169
20030,-3.654993604,-3.141358328,-3.527611324
20031,-3.654706657,-3.141137182,-3.527335328
20032,-3.65441971,-3.140835712,-3.526644815
20033,-3.654132762,-3.140614566,-3.526368787
20034,-3.653845815,-3.140246285,-3.526004975
20035,-3.653558867,-3.140025139,-3.525728947
20036,-3.65327192,-3.139951827,-3.525638902
20037,-3.652984972,-3.139730681,-3.525362874
20038,-3.652698025,-3.1393624,-3.52499903
20039,-3.652411077,-3.139141254,-3.524723034
20040,-3.65212413,-3.138841546,-3.524411318
20041,-3.651837182,-3.1386204,-3.52413529
20042,-3.651550235,-3.138252119,-3.523771478
20043,-3.651263287,-3.138030974,-3.52349545
20044,-3.65097634,-3.137957661,-3.523405406
20045,-3.650689392,-3.137736515,-3.523129378
20046,-3.650402445,-3.137368234,-3.522765533
20047,-3.650115497,-3.137147089,-3.522489537
20048,-3.64982855,-3.136775952,-3.522150744
20049,-3.649541603,-3.136554807,-3.521874716
20050,-3.649254655,-3.136186525,-3.521510904
20051,-3.648967708,-3.13596538,-3.521234876
20052,-3.64868076,-3.135892067,-3.521144831
20053,-3.648393813,-3.135670921,-3.520868803
20054,-3.648106865,-3.13530264,-3.520504959
20055,-3.647819918,-3.135081495,-3.520228963
20056,-3.64753297,-3.134781786,-3.519917247
20057,-3.647246023,-3.134560641,-3.519641219
20058,-3.646959075,-3.13419236,-3.519277407
20059,-3.646672128,-3.133971214,-3.519001379
20060,-3.64638518,-3.133897901,-3.518911335
20061,-3.646098233,-3.133676756,-3.518635307
20062,-3.645811285,-3.133308475,-3.518271462
20063,-3.645524338,-3.133087329,-3.517995466
20064,-3.64523739,-3.132786199,-3.517724911
20065,-3.644950443,-3.132565053,-3.517448883
20066,-3.644663496,-3.132196772,-3.517085071
20067,-3.644376548,-3.131975626,-3.516809043
20068,-3.644089601,-3.131902314,-3.516718998
20069,-3.643802653,-3.131681168,-3.51644297
20070,-3.643515706,-3.131312887,-3.516079126
20071,-3.643228758,-3.131091741,-3.51580313
20072,-3.642941811,-3.130792033,-3.515491414
20073,-3.642654863,-3.130570887,-3.515215387
20074,-3.642367916,-3.130202606,-3.514851574
20075,-3.642080968,-3.12998146,-3.514575546
20076,-3.641794021,-3.129908148,-3.514485502
20077,-3.641507073,-3.129687002,-3.514209474
20078,-3.641220126,-3.129318721,-3.513845629
20079,-3.640933178,-3.129097575,-3.513569634
20080,-3.640646231,-3.128726439,-3.51323084
20081,-3.640359283,-3.128505293,-3.512954812
20082,-3.640072336,-3.128137012,-3.512591
20083,-3.639785389,-3.127915867,-3.512314972
20084,-3.639498441,-3.127842554,-3.512224928
20085,-3.639211494,-3.127621408,-3.5119489
20086,-3.638924546,-3.127253127,-3.511585055
20087,-3.638637599,-3.127031981,-3.511309059
20088,-3.638350651,-3.126732273,-3.510997344
20089,-3.638063704,-3.126511128,-3.510721316
20090,-3.637776756,-3.126142846,-3.510357503
20091,-3.637489809,-3.125921701,-3.510081475
20092,-3.637202861,-3.125848388,-3.509991431
20093,-3.636915914,-3.125627242,-3.509715403
20094,-3.636628966,-3.125258961,-3.509351559
20095,-3.636342019,-3.125037816,-3.509075563
20096,-3.636055071,-3.125767506,-3.509982965
20097,-3.635768124,-3.12554636,-3.509706937
20098,-3.635481176,-3.125178079,-3.509343124
20099,-3.635194229,-3.124956933,-3.509067096
20100,-3.634907282,-3.12488362,-3.508977052
20101,-3.634620334,-3.124662475,-3.508701024
20102,-3.634333387,-3.124294194,-3.50833718
20103,-3.634046439,-3.124073048,-3.508061184
20104,-3.633759492,-3.12377334,-3.507749468
20105,-3.633472544,-3.123552194,-3.50747344
20106,-3.633185597,-3.123183913,-3.507109628
20107,-3.632898649,-3.122962767,-3.5068336
20108,-3.632611702,-3.122889455,-3.506743555
20109,-3.632324754,-3.122668309,-3.506467527
20110,-3.632037807,-3.122300028,-3.506103683
20111,-3.631750859,-3.122078882,-3.505827687
20112,-3.631463912,-3.121707746,-3.505488894
20113,-3.631176964,-3.1214866,-3.505212866
20114,-3.630890017,-3.121118319,-3.504849054
20115,-3.630603069,-3.120897173,-3.504573026
20116,-3.630316122,-3.120823861,-3.504482981
20117,-3.630029175,-3.120602715,-3.504206953
20118,-3.629742227,-3.120234434,-3.503843109
20119,-3.62945528,-3.120013288,-3.503567113
20120,-3.629168332,-3.11971358,-3.503255397
20121,-3.628881385,-3.119492434,-3.502979369
20122,-3.628594437,-3.119124153,-3.502615557
20123,-3.62830749,-3.118903007,-3.502339529
20124,-3.628020542,-3.118829695,-3.502249484
20125,-3.627733595,-3.118608549,-3.501973456
20126,-3.627446647,-3.118240268,-3.501609612
20127,-3.6271597,-3.118019122,-3.501333616
20128,-3.626872752,-3.117717992,-3.501063061
20129,-3.626585805,-3.117496847,-3.500787033
20130,-3.626298857,-3.117128566,-3.500423221
20131,-3.62601191,-3.11690742,-3.500147193
20132,-3.625724962,-3.116834107,-3.500057148
20133,-3.625438015,-3.116612962,-3.49978112
20134,-3.625151068,-3.116244681,-3.499417276
20135,-3.62486412,-3.116023535,-3.49914128
20136,-3.624577173,-3.115723827,-3.498829564
20137,-3.624290225,-3.115502681,-3.498553536
20138,-3.624003278,-3.1151344,-3.498189724
20139,-3.62371633,-3.114913254,-3.497913696
20140,-3.623429383,-3.114839941,-3.497823651
